Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8,Gast_9,Beschreibung_9,Gast_10,Beschreibung_10,Gast_11,Beschreibung_11,Gast_12,Beschreibung_12,Gast_13,Beschreibung_13
 Markus Lanz 09.05.2023,1803,16,52,09.05.2023,075'27,23:02:20 - 00:17:47," 23:02:20 - 00:17:47 075'27 O-Ton Interview Markus LANZ mit den Studiogästen Norbert RÖTTGEN (CDU), Michael THUMANN (Journalist, ""Zeit""-Moskaukorrespondent), Veit MEDICK (Journalist, ""Der Spiegel"") und Cigdem AKYOL (Journalistin) ",Norbert RÖTTGEN,CDU,Michael THUMANN,"Journalist, ""Zeit""-Moskaukorrespondent",Veit MEDICK,"Journalist, ""Der Spiegel""",Cigdem AKYOL,Journalistin,,,,,,,,,,,,,,,,,,
 Markus Lanz 10.05.2023,1804,16,53,10.05.2023,061'47,23:51:37 - 00:53:24," 23:51:37 - 00:53:24 061'47 O-Ton Interview Markus LANZ mit den Studiogästen Johannes VOGEL (stellv Vors FDP), Belit ONAY (OB Hannover, Bündnis 90 / die Grünen), Tanja SCHWEIGER (Landrätin Kreis Regensburg, Freie Wähler) und Matthias SCHIMPF (Sozialdezernent Landkreis Bergstraße, Bündnis 90 / Die Grünen) ",Johannes VOGEL,stellv Vors FDP,Belit ONAY,"OB Hannover, Bündnis 90 / die Grünen",Tanja SCHWEIGER,"Landrätin Kreis Regensburg, Freie Wähler",Matthias SCHIMPF,"Sozialdezernent Landkreis Bergstraße, Bündnis 90 / Die Grünen",,,,,,,,,,,,,,,,,,
 Markus Lanz 11.05.2023,1805,16,54,11.05.2023,075'36,23:18:59 - 00:34:35," 23:18:59 - 00:34:35 075'36 O-Ton Interview Markus LANZ mit den Studiogästen Jens SPAHN (MdB, CDU), Kristin HELBERG (Journalistin), Gerald KNAUS (Migrationsforscher) und Wolfram WEIMER (Verleger ""The European"") ",Jens SPAHN,"MdB, CDU",Kristin HELBERG,Journalistin,Gerald KNAUS,Migrationsforscher,Wolfram WEIMER,"Verleger ""The European""",,,,,,,,,,,,,,,,,,
 Markus Lanz 16.05.2023,1806,16,55,16.05.2023,075'14,23:16:44 - 00:31:58," 23:16:44 - 00:31:58 075'14 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang KUBICKI (stellv Vors FDP), Helene BUBROWSKI (Journalistin, ""FAZ""), Petra PINZLER (Journalistin, ""Zeit"") und Carolina DRÜTEN (Journalistin, ""Welt"" Türkei-Korrespondentin) ",Wolfgang KUBICKI,stellv Vors FDP,Helene BUBROWSKI,"Journalistin, ""FAZ""",Petra PINZLER,"Journalistin, ""Zeit""",Carolina DRÜTEN,"Journalistin, ""Welt"" Türkei-Korrespondentin",,,,,,,,,,,,,,,,,,
 Markus Lanz 17.05.2023,1807,16,56,17.05.2023,047'33,00:03:02 - 00:50:35," 00:03:02 - 00:50:35 047'33 O-Ton Interview Markus LANZ mit den Studiogästen Ricarda LANG (Vors Bündnis 90 / Die Grünen) und Kerstin MÜNSTERMANN (Journalistin, ""Rheinischen Post"") ",Ricarda LANG,Vors Bündnis 90 / Die Grünen,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinischen Post""",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 18.05.2023,1808,16,57,18.05.2023,076'15,23:11:49 - 00:28:04," 23:11:49 - 00:28:04 076'15 O-Ton Interview Markus LANZ mit den Studiogästen Michael ROTH (Politiker, SPD), Liudmila CORLATEANU (Journalistin), Hannes MEISSNER (Politologe) und Boris SCHUMATSKY (Schriftsteller, Russland-Experte) ",Michael ROTH,"Politiker, SPD",Liudmila CORLATEANU,Journalistin,Hannes MEISSNER,Politologe,Boris SCHUMATSKY,"Schriftsteller, Russland-Experte",,,,,,,,,,,,,,,,,,
 Markus Lanz 23.05.2023,1809,16,58,23.05.2023,075'50,23:04:41 - 00:20:31," 23:04:41 - 00:20:31 075'50 O-Ton Interview Markus LANZ mit den Studiogästen Carsten LINNEMANN (stellv Vors CDU), Ulrike HERRMANN (Journalistin, ""taz""), Jens SÜDEKUM (Ökonom, Heinrich-Heine-Universität Düsseldorf) und Rüdiger VON FRITSCH (ehem deutscher Botschafter in Moskau) ",Carsten LINNEMANN,stellv Vors CDU,Ulrike HERRMANN,"Journalistin, ""taz""",Jens SÜDEKUM,"Ökonom, Heinrich-Heine-Universität Düsseldorf",Rüdiger VON,ehem deutscher Botschafter in Moskau,,,,,,,,,,,,,,,,,,
 Markus Lanz 24.05.2023,1810,16,59,24.05.2023,071'21,23:37:42 - 00:49:03," 23:37:42 - 00:49:03 071'21 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (Vors SPD), Michael BRÖCKER (Journalist, ""The Pioneer""), Ursula WEIDENFELD (Journalistin, ""Der Spiegel"") und Jonas KRATZENBERG (ehem Bundeswehrsoldat) ",Lars KLINGBEIL,Vors SPD,Michael BRÖCKER,"Journalist, ""The Pioneer""",Ursula WEIDENFELD,"Journalistin, ""Der Spiegel""",Jonas KRATZENBERG,ehem Bundeswehrsoldat,,,,,,,,,,,,,,,,,,
 Markus Lanz 25.05.2023,1811,16,60,25.05.2023,075'32,23:23:36 - 00:39:08," 23:23:36 - 00:39:08 075'32 O-Ton Interview Markus LANZ mit den Studiogästen Mojib LATIF (Klimaforscher, Professor am GEOMAR Helmholtz-Zentrum für Ozeanforschung Kiel an der Christian-Albrechts-Universität zu Kiel), Steffen KOTRE (MdB AfD, energiepolitischer Sprecher der Bundestagsfraktion der AfD) und Melanie AMANN (Journalistin, Leiterin SPIEGEL-Hauptstadtbüro) ",Mojib LATIF,"Klimaforscher, Professor am GEOMAR Helmholtz-Zentrum für Ozeanforschung Kiel an der Christian-Albrechts-Universität zu Kiel",Steffen KOTRE,"MdB AfD, energiepolitischer Sprecher der Bundestagsfraktion der AfD",Melanie AMANN,"Journalistin, Leiterin SPIEGEL-Hauptstadtbüro",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 30.05.2023,1812,16,61,30.05.2023,075'34,22:45:11 - 00:00:45," 22:45:11 - 00:00:45 075'34 O-Ton Interview Markus LANZ mit den Studiogästen Manfred WEBER (Vors EVP, MdEP CSU), Herbert DIESS (ehem VW-Vorstand), Carolina DRÜTEN (Journalistin, ""WELT"") und Felix LEE (Autor) ",Manfred WEBER,"Vors EVP, MdEP CSU",Herbert DIESS,ehem VW-Vorstand,Carolina DRÜTEN,"Journalistin, ""WELT""",Felix LEE,Autor,,,,,,,,,,,,,,,,,,
 Markus Lanz 31.05.2023,1813,16,62,31.05.2023,075'14,23:19:36 - 00:34:50," 23:19:36 - 00:34:50 075'14 O-Ton Interview Markus LANZ mit den Studiogästen Sigmar GABRIEL (ehem Vizekanzler, SPD), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland""), Kamran SAFIARIAN (Journalist, ZDF ""heute journal"") und Erfan RAMIZIPOUR (Oppositioneller Iran) ",Sigmar GABRIEL,"ehem Vizekanzler, SPD",Kristina DUNZ,"Journalistin, ""RedaktionsNetzwerk Deutschland""",Kamran SAFIARIAN,"Journalist, ZDF ""heute journal""",Erfan RAMIZIPOUR,Oppositioneller Iran,,,,,,,,,,,,,,,,,,
 Markus Lanz 01.06.2023,1814,16,63,01.06.2023,075'23,23:18:53 - 00:34:16," 23:18:53 - 00:34:16 075'23 O-Ton Interview Markus LANZ mit den Studiogästen Thorsten FREI (parl GeschF CDU/CSU-Fraktion), Hajo SCHUMACHER (Publizist), Luisa NEUBAUER (Klimaaktivistin) und Liv VON BOETTICHER (Journalistin, RTL) ",Thorsten FREI,parl GeschF CDU/CSU-Fraktion,Hajo SCHUMACHER,Publizist,Luisa NEUBAUER,Klimaaktivistin,Liv VON,"Journalistin, RTL",,,,,,,,,,,,,,,,,,
 Markus Lanz 06.06.2023,1815,16,64,06.06.2023,074'53,22:44:41 - 23:59:34," 22:44:41 - 23:59:34 074'53 O-Ton Interview Markus LANZ mit den Studiogästen BMEL Cem ÖZDEMIR (Bündnis 90 / Die Grünen), Julia LÖHR (Journalistin, ""FAZ""), Peter ALTMAIER (CDU), Christian MÖLLING (stellv Direktor Forschungsinstitut der Deutschen Gesellschaft für Auswärtige Politik, Zuschaltung ",Cem ÖZDEMIR,Bündnis 90 / Die Grünen,Julia LÖHR,"Journalistin, ""FAZ""",Peter ALTMAIER,CDU,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 07.06.2023,1816,16,65,07.06.2023,076'14,23:13:17 - 00:29:31," 23:13:17 - 00:29:31 076'14 O-Ton Interview Markus LANZ mit den Studiogästen Serap GÜLER (MdB, CDU), Robin ALEXANDER (Journalist, ""Welt""), Sarah PAGUNG (Politologin Körber-Stiftung) und Aminata TOURE (Ministerin für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung Schleswig-Holstein, Bündnis 90 /Die Grünen) ",Serap GÜLER,"MdB, CDU",Robin ALEXANDER,"Journalist, ""Welt""",Sarah PAGUNG,Politologin Körber-Stiftung,Aminata TOURE,"Ministerin für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung Schleswig-Holstein, Bündnis 90 /Die Grünen",,,,,,,,,,,,,,,,,,
 Markus Lanz 08.06.2023,1817,16,66,08.06.2023,075'56,23:18:37 - 00:34:33," 23:18:37 - 00:34:33 075'56 O-Ton Interview Markus LANZ mit den Studiogästen Saskia ESKEN (Vors SPD), Helene BUBROWSKI (Journalistin, ""FAZ""), Ronja EBELING (Unternehmensberaterin) und Laura BORNMANN (Ökonomin) ",Saskia ESKEN,Vors SPD,Helene BUBROWSKI,"Journalistin, ""FAZ""",Ronja EBELING,Unternehmensberaterin,Laura BORNMANN,Ökonomin,,,,,,,,,,,,,,,,,,
 Markus Lanz 13.06.2023,1818,16,67,13.06.2023,076'15,23:17:47 - 00:34:02," 23:17:47 - 00:34:02 076'15 O-Ton Interview Markus LANZ mit den Studiogästen Konstantin KUHLE (stellv Fraktionsvors FDP), Veit MEDICK (Journalist, ""Stern""), Maren URNER (Neurowissenschaftlerin) und Carlo MASALA (Militärexperte, Universität der Bundeswehr München) ",Konstantin KUHLE,stellv Fraktionsvors FDP,Veit MEDICK,"Journalist, ""Stern""",Maren URNER,Neurowissenschaftlerin,Carlo MASALA,"Militärexperte, Universität der Bundeswehr München",,,,,,,,,,,,,,,,,,
 Markus Lanz 14.06.2023,1819,16,68,14.06.2023,075'15,23:20:31 - 00:35:46," 23:20:31 - 00:35:46 075'15 O-Ton Interview Markus LANZ mit den Studiogästen Winfried KRETSCHMANN (MPr Baden-Württemberg, Bündnis 90 / Die Grünen), Eva QUADBECK (Chefredakteurin ""RedaktionsNetzwerk Deutschland""), Lamia MESSARI-BECKER (Bauingenieurin) und Johannes HANO (Leiter ZDF-Studio New York, Zuschaltung ",Winfried KRETSCHMANN,"MPr Baden-Württemberg, Bündnis 90 / Die Grünen",Eva QUADBECK,"Chefredakteurin ""RedaktionsNetzwerk Deutschland""",Lamia MESSARI-BECKER,Bauingenieurin,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 15.06.2023,1820,16,69,15.06.2023,075'58,23:17:57 - 00:33:55," 23:17:57 - 00:33:55 075'58 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Hannah BETHKE (Journalistin, ""Welt""), Dietrich BORCHARDT (Hydrologe, Helmholtz-Zentrum für Umweltforschung Magdeburg) und Daniel ETTER (Fotojournalist, Pulitzer-Preisträger) ",Kevin KÜHNERT,GenSekr SPD,Hannah BETHKE,"Journalistin, ""Welt""",Dietrich BORCHARDT,"Hydrologe, Helmholtz-Zentrum für Umweltforschung Magdeburg",Daniel ETTER,"Fotojournalist, Pulitzer-Preisträger",,,,,,,,,,,,,,,,,,
 Markus Lanz 20.06.2023,1821,16,70,20.06.2023,075'49,22:46:12 - 00:02:01," 22:46:12 - 00:02:01 075'49 O-Ton Interview Markus LANZ mit den Studiogästen Verena HUBERTZ (stellv Fraktionsvors SPD), Antje HÖNING (Wirtschaftsjournalistin), Frank SCHÄFFLER (MdB, FDP) und Gunter ERFURT (Manager Solarzellenhersteller) ",Verena HUBERTZ,stellv Fraktionsvors SPD,Antje HÖNING,Wirtschaftsjournalistin,Frank SCHÄFFLER,"MdB, FDP",Gunter ERFURT,Manager Solarzellenhersteller,,,,,,,,,,,,,,,,,,
 Markus Lanz 21.06.2023,1822,16,71,21.06.2023,076'29,23:13:13 - 00:29:42," 23:13:13 - 00:29:42 076'29 O-Ton Interview Markus LANZ mit den Studiogästen Jürgen TRITTIN (Bündnis 90 / Die Grünen), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post""), Elmar THEVEßEN (Journalist, Leiter ZDF-Studio Washington, Zuschaltung ",Jürgen TRITTIN,Bündnis 90 / Die Grünen,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 22.06.2023,1823,16,72,22.06.2023,076'30,23:23:25 - 00:39:55," 23:23:25 - 00:39:55 076'30 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD), Cordula TUTT (Journalistin, ""WirtschaftsWoche""), Roland SEIFERT (Pharmakologe, Institut für Pharmakologie in Hannover) und Johann Georg GOLDAMMER (Feuerökologe, Direktor ""Global Fire Monitoring Center"") ",Karl LAUTERBACH,SPD,Cordula TUTT,"Journalistin, ""WirtschaftsWoche""",Roland SEIFERT,"Pharmakologe, Institut für Pharmakologie in Hannover",Johann Georg GOLDAMMER,"Feuerökologe, Direktor ""Global Fire Monitoring Center""",,,,,,,,,,,,,,,,,,
 Markus Lanz 27.06.2023,1824,16,73,27.06.2023,075'46,22:43:07 - 23:58:53," 22:43:07 - 23:58:53 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Jens SPAHN (CDU), Julia LÖHR (Journalistin, ""FAZ""), Mojib LATIF (Klimaforscher) und Carlo MASALA (Politikwissenschaftler) ",Jens SPAHN,CDU,Julia LÖHR,"Journalistin, ""FAZ""",Mojib LATIF,Klimaforscher,Carlo MASALA,Politikwissenschaftler,,,,,,,,,,,,,,,,,,
 Markus Lanz 28.06.2023,1825,16,74,28.06.2023,076'39,23:14:02 - 00:30:41," 23:14:02 - 00:30:41 076'39 O-Ton Interview Markus LANZ mit den Studiogästen Sebastian FIEDLER (SPD), Alice BOTA (Journalistin, ""Die Zeit""), Ursula WEIDENFELD (Journalistin) und Ralph GHADBAN (Politologe, Islamwissenschaftler) ",Sebastian FIEDLER,SPD,Alice BOTA,"Journalistin, ""Die Zeit""",Ursula WEIDENFELD,Journalistin,Ralph GHADBAN,"Politologe, Islamwissenschaftler",,,,,,,,,,,,,,,,,,
 Markus Lanz 29.06.2023,1826,16,75,29.06.2023,075'17,23:20:21 - 00:35:38," 23:20:21 - 00:35:38 075'17 O-Ton Interview Markus LANZ mit den Studiogästen BMBF Bettina STARK-WATZINGER (FDP), Sonja ALVAREZ (Journalistin, ""Wirtschaftswoche"") und Jürgen SCHMIDHUBER (Informatiker) ",Bettina STARK-WATZINGER,FDP,Sonja ALVAREZ,"Journalistin, ""Wirtschaftswoche""",Jürgen SCHMIDHUBER,Informatiker,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 04.07.2023,1827,16,76,04.07.2023,076'24,22:43:28 - 23:59:52," 22:43:28 - 23:59:52 076'24 O-Ton Interview Markus LANZ mit den Studiogästen Hubert AIWANGER(Wirtschaftsminister Bayern, Freie Wähler), Annika JOERES (Autorin, Zuschaltung ",Hubert AIWANGER,"Wirtschaftsminister Bayern, Freie Wähler",,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 05.07.2023,1828,16,77,05.07.2023,077'10,23:14:37 - 00:31:47," 23:14:37 - 00:31:47 077'10 O-Ton Interview Markus LANZ mit den Studiogästen Sarah PAGUNG (Politikwissenschaftlerin Körber-Stiftung), Michael ROTH (SPD, MdB), Werner HENNING (Landrat Eichsfeld, CDU) und Anne HÄHNIG (Journalistin, ""Zeit"") ",Sarah PAGUNG,Politikwissenschaftlerin Körber-Stiftung,Michael ROTH,"SPD, MdB",Werner HENNING,"Landrat Eichsfeld, CDU",Anne HÄHNIG,"Journalistin, ""Zeit""",,,,,,,,,,,,,,,,,,
 Markus Lanz 06.07.2023,1829,16,78,06.07.2023,075'06,23:18:52 - 00:33:58, 23:18:52 - 00:33:58 075'06 Ton Interview Markus LANZ mit Studiogast BMWK Robert HABECK (Bündnis 90 / Die Grünen) ,Robert HABECK,Bündnis 90 / Die Grünen,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 11.07.2023,1830,16,79,11.07.2023,075'22,23:04:39 - 00:20:01," 23:04:39 - 00:20:01 075'22 O-Ton Interview Markus LANZ mit den Studiogästen BMUV Steffi LEMKE (Bündnis 90 / Die Grünen), Michael BRÖCKER (Journalist ""The Pioneer""), Sönke NEITZEL (Militärexperte) und Irina SCHERBAKOWA (Bürgerrechtlerin) ",Steffi LEMKE,Bündnis 90 / Die Grünen,Michael BRÖCKER,"Journalist ""The Pioneer""",Sönke NEITZEL,Militärexperte,Irina SCHERBAKOWA,Bürgerrechtlerin,,,,,,,,,,,,,,,,,,
 Markus Lanz 12.07.2023,1831,16,80,12.07.2023,076'21,23:14:04 - 00:30:25," 23:14:04 - 00:30:25 076'21 O-Ton Interview Markus LANZ mit den Studiogästen Thomas HEILMANN (Politiker, CDU), Robin ALEXANDER (Journalist, ""Die Welt""), Claudia MAJOR (Militärexpertin) ",Thomas HEILMANN,"Politiker, CDU",Robin ALEXANDER,"Journalist, ""Die Welt""",Claudia MAJOR,Militärexpertin,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 13.07.2023,1832,16,81,13.07.2023,076'30,23:23:18 - 00:39:48," 23:23:18 - 00:39:48 076'30 O-Ton Interview Markus LANZ mit den Studiogästen Christian DÜRR (Politiker, FDP), Petra PINZLER (Journalistin, ""Die Zeit""), Adam TOOZE (Wirtschaftshistoriker) und Uwe RITZER (Journalist, SZ) ",Christian DÜRR,"Politiker, FDP",Petra PINZLER,"Journalistin, ""Die Zeit""",Adam TOOZE,Wirtschaftshistoriker,Uwe RITZER,"Journalist, SZ",,,,,,,,,,,,,,,,,,
 Markus Lanz 18.07.2023,1833,16,82,18.07.2023,075'55,23:15:02 - 00:30:57, 23:15:02 - 00:30:57 075'55 O-Ton Interview Markus LANZ mit Studiogast Joachim GAUCK (ehem BPr) ,Joachim GAUCK,ehem BPr,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 19.07.2023,1834,16,83,19.07.2023,075'46,23:14:16 - 00:30:02," 23:14:16 - 00:30:02 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Lothar DE MAIZIERE (Politiker, CDU), Juli ZEH (Schriftstellerin) ",Lothar DE,"Politiker, CDU",Juli ZEH,Schriftstellerin,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 20.07.2023,1835,16,84,20.07.2023,072'40,23:22:17 - 00:34:57," 23:22:17 - 00:34:57 072'40 Ton Interview Markus LANZ mit den Studiogästen Alena BUYX (Vors Ethikrat), Theodor SCHNARR (Klimaaktivist, Sprecher ""Letzten Generation""), Michel FRIEDMAN (Publizist) und Manfred LÜTZ (Theologe) ",Alena BUYX,Vors Ethikrat,Theodor SCHNARR,"Klimaaktivist, Sprecher ""Letzten Generation""",Michel FRIEDMAN,Publizist,Manfred LÜTZ,Theologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 22.08.2023,1836,16,85,22.08.2023,078'24,22:43:03 - 00:01:27," 22:43:03 - 00:01:27 078'24 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (Vors SPD), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post""), Frank SAUER (Politologe, Prof Universität der Bundeswehr München) und Issio EHRICH (Journalist) ",Lars KLINGBEIL,Vors SPD,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",Frank SAUER,"Politologe, Prof Universität der Bundeswehr München",Issio EHRICH,Journalist,,,,,,,,,,,,,,,,,,
 Markus Lanz 23.08.2023,1837,16,86,23.08.2023,075'21,23:30:43 - 00:46:04," 23:30:43 - 00:46:04 075'21 O-Ton Interview Markus LANZ mit den Studiogästen Rüdiger VON FRITSCH (ehem deutscher Botschafter Moskau), Anton HOFREITER (Bündnis 90 / Die Grünen), Antje HÖNING (Journalistin, ""Rheinischen Post"") und Lars FELD (Ökonom, Berater Finanzminister Christian Lindner) ",Rüdiger VON,ehem deutscher Botschafter Moskau,Anton HOFREITER,Bündnis 90 / Die Grünen,Antje HÖNING,"Journalistin, ""Rheinischen Post""",Lars FELD,"Ökonom, Berater Finanzminister Christian Lindner",,,,,,,,,,,,,,,,,,
 Markus Lanz 24.08.2023,1838,16,87,24.08.2023,075'06,23:01:33 - 00:16:39," 23:01:33 - 00:16:39 075'06 O-Ton Interview Markus LANZ mit den Studiogästen Karin PRIEN (Bildungsministerin Schleswig-Holstein, CDU), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland""), Ferdinand VON SCHIRACH (Autor, Jurist) ",Karin PRIEN,"Bildungsministerin Schleswig-Holstein, CDU",Kristina DUNZ,"Journalistin, ""RedaktionsNetzwerk Deutschland""",Ferdinand VON,"Autor, Jurist",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 29.08.2023,1839,16,88,29.08.2023,076'59,22:45:51 - 00:02:50," 22:45:51 - 00:02:50 076'59 O-Ton Interview Markus LANZ mit den Studiogästen Johannes VOGEL (Politiker, FDP), Melanie AMANN (Journalistin, ""Der Spiegel""), Sönke NEITZEL (Historiker, Militärexperte), Reinhold BECKMANN (Moderator) ",Johannes VOGEL,"Politiker, FDP",Melanie AMANN,"Journalistin, ""Der Spiegel""",Sönke NEITZEL,"Historiker, Militärexperte",Reinhold BECKMANN,Moderator,,,,,,,,,,,,,,,,,,
 Markus Lanz 30.08.2023,1840,16,89,30.08.2023,075'32,23:13:01 - 00:28:33," 23:13:01 - 00:28:33 075'32 O-Ton Interview Markus LANZ mit den Studiogästen Roman DEININGER (Journalist, ""SZ""), Helene BUBROWSKI (Journalistin, ""FAZ""), Jürgen TRITTIN (Bündnis 90 / Die Grünen) und Elmar THEVEßEN (Leiter ZDF-Studio Washington) und ",Roman DEININGER,"Journalist, ""SZ""",Helene BUBROWSKI,"Journalistin, ""FAZ""",Jürgen TRITTIN,Bündnis 90 / Die Grünen,Elmar THEVEßEN,Leiter ZDF-Studio Washington,,,,,,,,,,,,,,,,,,
 Markus Lanz 31.08.2023,1841,16,90,31.08.2023,076'47,23:19:26 - 00:36:13," 23:19:26 - 00:36:13 076'47 O-Ton Interview Markus LANZ mit den Studiogästen Michael ROTH (Vors Auswärtiger Ausschuss, MdB, SPD), Eva QUADBECK (Journalistin, Chefredakteurin ""RedaktionsNetzwerk Deutschland""), Boris PALMER (OB Tübingen) und Alice BOTA (Journalistin ""Die Zeit"", Osteuropa-Expertin) ",Michael ROTH,"Vors Auswärtiger Ausschuss, MdB, SPD",Eva QUADBECK,"Journalistin, Chefredakteurin ""RedaktionsNetzwerk Deutschland""",Boris PALMER,OB Tübingen,Alice BOTA,"Journalistin ""Die Zeit"", Osteuropa-Expertin",,,,,,,,,,,,,,,,,,
 Markus Lanz 05.09.2023,1842,16,91,05.09.2023,075'13,22:42:28 - 23:57:41," 22:42:28 - 23:57:41 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Christian DÜRR (Politiker, FDP), Ursula WEIDENFELD (Journalistin, ""Der Spiegel""), Jens SÜDEKUM (Wirtschaftswissenschaftler) und Harald WELZER (Sozialpsychologe) ",Christian DÜRR,"Politiker, FDP",Ursula WEIDENFELD,"Journalistin, ""Der Spiegel""",Jens SÜDEKUM,Wirtschaftswissenschaftler,Harald WELZER,Sozialpsychologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 06.09.2023,1843,16,92,06.09.2023,076'23,23:13:16 - 00:29:39," 23:13:16 - 00:29:39 076'23 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Robin ALEXANDER (Journalist, ""Welt""), Johannes WINKEL (Vors Junge Union) und Sabine ADLER (Journalistin, Deutschlandfunk) ",Kevin KÜHNERT,GenSekr SPD,Robin ALEXANDER,"Journalist, ""Welt""",Johannes WINKEL,Vors Junge Union,Sabine ADLER,"Journalistin, Deutschlandfunk",,,,,,,,,,,,,,,,,,
 Markus Lanz 07.09.2023,1844,16,93,07.09.2023,075'37,23:21:46 - 00:37:23," 23:21:46 - 00:37:23 075'37 O-Ton Interview Markus LANZ mit den Studiogästen Thorsten FREI (Politiker, CDU), Michael BRÖCKER (Journalist, ""The Pioneer""), Philippa SIGL-GLÖCKNER (Wirtschaftswissenschaftlerin) und Judith KOHLENBERGER (Migrationsexpertin) ",Thorsten FREI,"Politiker, CDU",Michael BRÖCKER,"Journalist, ""The Pioneer""",Philippa SIGL-GLÖCKNER,Wirtschaftswissenschaftlerin,Judith KOHLENBERGER,Migrationsexpertin,,,,,,,,,,,,,,,,,,
 Markus Lanz 12.09.2023,1845,16,94,12.09.2023,059'36,23:46:04 - 00:45:40," 23:46:04 - 00:45:40 059'36 O-Ton Interview Markus LANZ mit den Studiogästen Roderich KIESEWETTER (CDU, MdB), Ralf STEGNER (SPD, MdB) und Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post"") ",Roderich KIESEWETTER,"CDU, MdB",Ralf STEGNER,"SPD, MdB",Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 13.09.2023,1846,16,95,13.09.2023,076'56,23:19:35 - 00:36:31," 23:19:35 - 00:36:31 076'56 O-Ton Interview Markus LANZ mit den Studiogästen Andreas BOVENSCHULTE (Bgm Bremen, SPD), Claus Ruhe MADSEN (Wirtschaftsminister Schleswig-Holstein, CDU), Julia LÖHR (Journalistin, ""FAZ"") und Günther-Martin PAULI (CDU, Landrat Zollernalbkreis) ",Andreas BOVENSCHULTE,"Bgm Bremen, SPD",Claus Ruhe MADSEN,"Wirtschaftsminister Schleswig-Holstein, CDU",Julia LÖHR,"Journalistin, ""FAZ""",Martin PAULI,"CDU, Landrat Zollernalbkreis",,,,,,,,,,,,,,,,,,
 Markus Lanz 14.09.2023,1847,16,96,14.09.2023,074'17,23:22:19 - 00:36:36," 23:22:19 - 00:36:36 074'17 O-Ton Interview Markus LANZ mit den Studiogästen Konstantin KUHLE (Politiker, FDP), Luisa NEUBAUER (Klimaaktivistin, ""Fridays-for-Future""), Marc WIDMANN (Journalist, ""Die Zeit"") und Katrin BÖHNING-GAESE (Biologin, Senckenberg Biodiversität und Klima Forschungszentrum) ",Konstantin KUHLE,"Politiker, FDP",Luisa NEUBAUER,"Klimaaktivistin, ""Fridays-for-Future""",Marc WIDMANN,"Journalist, ""Die Zeit""",Katrin BÖHNING-GAESE,"Biologin, Senckenberg Biodiversität und Klima Forschungszentrum",,,,,,,,,,,,,,,,,,
