ID,Datum,Talkshow,Inhalt
maybrit-illner_917-die-kosten-der-krise-erst-preisschock-jetzt-pleitewelle-1580258,2022-09-15,Maybrit Illner,"Gäste: Manuela Schwesig (SPD, Ministerpräsidentin Mecklenburg-Vorpommern), Katrin Göring-Eckardt (B’90/​Die Grünen, Vizepräsidentin des Deutschen Bundestags), Siegfried Russwurm (Präsident des Bundesverbandes der Deutschen Industrie (BDI)), Yasmin Fahimi (Vorsitzende Deutscher Gewerkschaftsbund (DGB)), Johannes Vogel (FDP, stellvertretender Parteivorsitzende) Energie-Preisschock und Inflation treffen Deutschland hart. Die Gewerkschaften kämpfen für höhere Löhne, und die Regierung wirbt für steuerfreie Einmalzahlungen. Doch mittlerweile steigt die Zahl der Insolvenzen – immer mehr Unternehmen benötigen selbst Hilfe vom Wirtschaftsminister. Seine Rettungsschirme werden immer größer. Der Chef des BDI, Siegfried Russwurm, warnt vor einer „massiven Rezession“. Lässt sie sich noch verhindern? Lassen sich Strom- und Gas-Preise deckeln? Wer trägt die Kosten dieser Krise? Bei Maybrit Illner zu Gast sind BDI-Chef Siegfried Russwurm und die Vorsitzende des Deutschen Gewerkschaftsbundes (DGB) Yasmin Fahimi. Sie diskutieren mit Manuela Schwesig (SPD), Ministerpräsidentin aus Mecklenburg-Vorpommern, mit der Bundestagsvizepräsidentin Katrin Göring-Eckardt (Bündnis 90/​Die Grünen) sowie mit dem stellvertretenden FDP-Parteivorsitzenden Johannes Vogel. (Text:ZDF)"
markus-lanz_2069-sendung-vom-10-04-2025-1789104,2025-04-10,Markus Lanz,"Karl Lauterbach, SPD-Politiker Der Bundesgesundheitsminister zieht eine Bilanz der Pandemie und des Krisenmanagements der Bundesregierung. „Wir haben ganz klar mehr richtig als falsch gemacht“, lautet seine Analyse. Alena Buyx, Medizinethikerin Bis April 2024 war sie Vorsitzende des Deutschen Ethikrates. Sie reflektiert die weitreichenden gesellschaftlichen Auswirkungen und Verwerfungen, die Corona nach sich gezogen hat. Hendrik Streeck, CDU-Politiker „Wir müssen die vergangenen Jahre zwingend aufarbeiten“, fordert der Bonner Virologe, der seit Neuestem im Bundestag sitzt. Er erläutert, welche Aspekte ihm hierbei besonders wichtig sind. Alexander Kekulé, Epidemiologe Er blickt zurück auf den Pandemieverlauf sowie auf die verschiedenen Mutationen des Coronavirus und analysiert die Wirksamkeit und Verhältnismäßigkeit der damals getroffenen Maßnahmen. Jonas Schmidt-Chanasit, Virologe Der Professor der Uni Hamburg erläutert seine Kritik am deutschen Pandemiemanagement und sieht hierbei vor allem die Schulschließungen als „größten Fehler“ der Coronapolitik. (Text:ZDF)"
markus-lanz_1727-sendung-vom-19-10-2022-1589449,2022-10-19,Markus Lanz,"Marcel Reif, Fußballkommentator Er gibt einen Ausblick auf die im November in Katar startende Fußball-WM. Kritikern des Sportereignisses entgegnet er: „Sie bietet die Chance, Dinge dort vor Ort zu benennen.“ Sebastian Sons, Islamwissenschaftler Zu Forschungszwecken bereist er regelmäßig die Golfstaaten. Er informiert über die Menschen- und Arbeitsrechtslage in Katar und erklärt, was die Staatsführung mit dem Land vorhat. Andreas Rettig, Fußballfunktionär Der Ex-Geschäftsführer der „Deutschen Fußball Liga“ (DFL) hält die WM-Vergabe an den Wüstenstaat für einen großen Fehler und spricht sich für vielfältige Proteste gegen das Turnier aus. Lena Cassel, Sportjournalistin Sie spricht über die Vorbildfunktion von Fußballclubs, Verbänden und Spielern und meint: „Die WM konterkariert alles, wofür sich der Fußball in den letzten Jahren aktiv eingesetzt hat.“ (Text:ZDF)"
maybrit-illner_779-zwischen-trump-und-china-rettet-die-planwirtschaft-europa-1270903,2019-03-07,Maybrit Illner,"Gäste: Peter Altmaier (CDU, Bundeswirtschaftsminister), Sahra Wagenknecht (Die Linke, Fraktionsvorsitzende im Bundestag), Karl Haeusgen (VDMA-Vizepräsident), Sandra Navidi (Finanzexpertin, US-Unternehmerin), Felix Lee (China-Korrespondent der „taz“) Trump und China befinden sich in einem Handelskrieg. Wie der endet, weiß niemand. Und die Europäer sind die nächsten. Donald Trump droht auch hier mit Handelszöllen von bis zu 25 Prozent. Helfen soll eine deutsche, besser europäische Industriepolitik. Was von Kritikern als „Planwirtschaft“ verdammt wird, haben Angela Merkel und der französische Präsident Emmanuel Macron als neues Projekt entdeckt. Muss Europa seine Industrie schützen? Kann man die Protektionisten mit ihren eigenen Waffen schlagen? Oder wird Europas Wirtschaft zwischen den Großmächten zerrieben? (Text:ZDF)"
markus-lanz_2046-sendung-vom-18-02-2025-1778716,2025-02-18,Markus Lanz,"Karin Prien, CDU-Vizevorsitzende Nach der aufsehenerregenden Rede von US-Vizepräsident Vance spricht sie über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik. Fabio De Masi, BSW-Politiker Er äußert sich zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad. Und er nimmt Stellung zur Programmatik seiner Partei und der Gefahr, an der Fünfprozenthürde zu scheitern. Ulrike Winkelmann, Journalistin Die „taz“-Chefredakteurin analysiert die Schlussphase des Bundestagswahlkampfes. Bojan Pancevski, Europa-Experte „Es ist möglich, dass die Brandmauer nicht ewig halten kann“, sagt der „Wall Street Journal“-Redakteur mit Blick auf CDU und AfD und zieht Parallelen zu rechten Parteien in anderen EU-Ländern. (Text:ZDF)"
maischberger-ard_811-sendung-vom-24-04-2024-1712173,2024-04-24,maischberger,"Boris Pistorius, SPD (Bundesverteidigungsminister) Elmar Theveßen (USA-Korrespondent) Urban Priol (Kabarettist) Stephan Stuchlik (ARD) Mariam Lau (Die Zeit) Wie wird die Bundeswehr kriegstüchtig? Im Studio Bundesverteidigungsminister Boris Pistorius (SPD). Wohin steuern die USA unter einem möglichen Präsidenten Trump? Im Gespräch der USA-Korrespondent Elmar Theveßen. Es kommentieren: Der Kabarettist Urban Priol, der ARD-Hauptstadtkorrespondent Stephan Stuchlik und die Politikredakteurin der Zeit Mariam Lau. (Text:ARD)"
maybrit-illner_912-krieg-corona-klima-eine-krise-zu-viel-herr-kanzler-1565765,2022-07-07,Maybrit Illner,"Gäste: Olaf Scholz (Bundeskanzler), Ralf Berning (Intensivpfleger, 15 Jahre Zeitsoldat der Bundeswehr), Rifka Lambrecht (Studentin), Cornelia und Steffen Stiebling (Familienbäckerei in Thüringen), Kateryna Mishchenko (ukrainische Verlegerin und Autorin) Bei „maybrit illner“ stellt sich Bundeskanzler Olaf Scholz der Kritik und den Fragen von Bürgerinnen und Bürgern. Krieg in der Ukraine, Inflation und steigende Energiekosten, eine Pandemie, die nicht enden will, und der Klimawandel – die Krisen türmen sich, und die Unsicherheit wächst. Kann die Politik gegensteuern? Oder geht es nur noch darum, die Zumutungen einigermaßen gerecht zu verteilen? (Text:ZDF)"
markus-lanz_1205-folge-1205-1258303,2019-01-16,Markus Lanz,"Prof. Marcel Fratzscher, Ökonom Er ist Präsident des Deutschen Instituts für Wirtschaftsforschung. „Der Brexit wird zwar Deutschland eines wichtigen Partners berauben, aber auch viele Reformen Europas einfacher machen.“ Hans-Peter Friedrich, Politiker „Wir müssen einen europäischen Patriotismus wecken.“ Friedrich hat die AG Brexit in der CDU/​CSU-Bundestagsfraktion geleitet und spricht über die Zukunft der europäischen Idee. Dagmar Rosenfeld, Journalistin Sie ist die stellvertretende Chefredakteurin der „Welt“. Rosenfeld äußert sich zu Theresa May und ihren politischen Plänen. Außerdem spricht sie über die Situation der CSU. Henrik Riechert, Kampfschwimmer Kampfschwimmer absolvieren bei der Bundeswehr die härteste Ausbildung. Riechert ist als Kommandeur und Fregattenkapitän im Einsatz. Er erzählt von seinen Aufgaben und seiner Ausbildung. (Text:ZDF)"
anne-will_496-omikron-welle-da-impfpflicht-nicht-mit-welchem-plan-geht-deutschland-ins-dritte-corona-jahr-1524997,2022-01-23,Anne Will,"Mit Beginn des dritten Pandemiejahres treibt die hochansteckende Omikron-Variante die täglichen Neuinfektionen in Rekord-Höhen, die PCR-Test-Kapazitäten geraten an ihre Grenzen. Am Montag beraten Bund und Länder erneut über die politischen Maßnahmen zum Umgang mit dem Virus. In einer „Orientierungsdebatte“ diskutiert der Bundestag in der kommenden Woche erstmals das Für und Wider einer allgemeinen Impfpflicht. Österreich ist bereits einen Schritt weiter: Dort hat das Parlament die verpflichtende Impfung für alle ab 18 Jahren jetzt beschlossen. Kommt eine solche Regelung auch in Deutschland? Welches Ziel soll eine Impfpflicht verfolgen? Lockerungen oder Verschärfungen: Wie will die Politik auf die Omikron-Welle reagieren? Zu Gast bei Anne Will: Marco Buschmann, Bundesminister der Justiz Hendrik Wüst, Ministerpräsident von Nordrhein-Westfalen Alena Buyx , Professorin für Medizinethik und Vorsitzende des Deutschen Ethikrats Uwe Janssens, Chefarzt der Klinik für Innere Medizin und Internistische Intensivmedizin am St.-Antonius-Hospital in Eschweiler Helene Bubrowski, Korrespondentin der „FAZ“- Parlamentsredaktion (Text:ARD)"
markus-lanz_1696-sendung-vom-07-07-2022-1565764,2022-07-07,Markus Lanz,"Sigmar Gabriel, Politiker Der Ex-SPD-Chef äußert sich zum Ukraine-Krieg und zur Gas-Versorgung in Deutschland. Zudem nimmt er Stellung zu seinem energiepolitischen Kurs als früherer Bundeswirtschaftsminister. Roman Pletter, Journalist Der Leiter des „Zeit“-Wirtschaftsressorts hinterfragt die Russland-Haltung der SPD und spricht über Versäumnisse der deutschen und europäischen Energiepolitik seit der Jahrtausendwende. Sabine Fischer, Politologin Die Osteuropa-Expertin der Stiftung Wissenschaft und Politik war kürzlich in Moskau und berichtet von ihren Eindrücken und Gesprächen. „Die Propaganda-Maschine läuft“, stellt sie fest. Vassili Golod, Journalist Gerade ist der deutsch-ukrainische Reporter aus Kiew zurückgekehrt. Er schildert, wie die Ukrainer auf den Fortgang des Krieges blicken und welche Chancen sie auf eine Beendigung sehen. (Text:ZDF)"
markus-lanz_1400-folge-1400-1379692,2020-06-03,Markus Lanz,"Melinda Crane, Journalistin Die amerikanische Chef-Korrespondentin bei Deutsche Welle TV spricht über den Zustand der USA und über die Hintergründe der dortigen Proteste. Sie sagt: „Es ist ein historischer Einschnitt.“ Mo Asumang, Filmemacherin Für ihr Engagement gegen Fremdenhass wurde die Deutsch-Ghanaerin bereits mit dem Bundesverdienstkreuz ausgezeichnet. „Rassismus ist auch in Deutschland Alltag“, berichtet die 56-Jährige. Wolfgang Kubicki, Politiker Der FDP-Vize und Bundestagsvizepräsident äußert sich zu den bürgerkriegsähnlichen Zuständen in Amerika, zum Corona-Kurs der Bundesregierung sowie zu seiner jüngsten Kritik am RKI. Prof. Dirk Brockmann, Physiker Der Digital-Epidemiologe vom Robert Koch-Institut (RKI) erläutert die Arbeitsweise des Forschungsinstituts und spricht über die Gefahren eines steigenden R-Wertes. (Text:ZDF)"
anne-will_430-halbzeit-fuer-die-groko-viel-erreicht-viel-versaeumt-1331901,2019-11-10,Anne Will,"Der Koalitionsstreit um die Grundrente soll an diesem Sonntag beigelegt werden. Kann sich die Bundesregierung zu einem Kompromiss durchringen, bei dem alle Regierungspartner ihr Gesicht wahren können? Zeitgleich sorgt ein Vorstoß der Verteidigungsministerin Annegret Kramp-Karrenbauer für neue Einsätze der Bundeswehr in Krisenregionen für heftige Debatten. Ist die Große Koalition insgesamt noch „arbeitsfähig und arbeitswillig“, wie es Kanzlerin Merkel zur Halbzeitbilanz sagt? Und bringen die Koalitionspartner noch die Kraft auf, gemeinsam bis 2021 weiter zu regieren? Zu Gast bei Anne Will: Annegret Kramp-Karrenbauer (CDU, Parteivorsitzende und Bundesverteidigungsministerin) Malu Dreyer (SPD, kommissarische Parteivorsitzende und Ministerpräsidentin von Rheinland-Pfalz) Herfried Münkler (Politikwissenschaftler und Autor) Dagmar Rosenfeld (Chefredakteurin der „Welt“) Nico Fried (Leiter der Parlamentsredaktion der „Süddeutschen Zeitung“) (Text:ARD)"
markus-lanz_1688-sendung-vom-21-06-2022-1561445,2022-06-21,Markus Lanz,"Stephan Weil, Politiker Der Ministerpräsident Niedersachsens (SPD) nimmt Stellung zum Ukraine-Krieg und dessen energie- und wirtschaftspolitischen Auswirkungen für Deutschland. Johannes Hano, Journalist Der ZDF-Reporter berichtet von seinen Eindrücken aus der Ukraine, in der er jüngst fünf Wochen unterwegs war. Zudem äußert er sich zu den langfristigen geostrategischen Folgen des Konfliktes. Robin Alexander, Journalist Der stellvertretende „Welt“-Chefredakteur analysiert den bundespolitischen Umgang mit dem Krieg in Osteuropa sowie den internationalen Auftritt der Bundesregierung. Monika Schnitzer, Ökonomin Die Wirtschaftsweise äußert sich zur konjunkturellen Lage. Ferner legt sie die wirtschaftlichen Verflechtungen des Westens mit China und die damit verbundenen Risiken dar. (Text:ZDF)"
markus-lanz_1692-sendung-vom-29-06-2022-1563725,2022-06-29,Markus Lanz,"Lars Klingbeil, Politiker Der SPD-Chef nimmt Stellung zum Auftritt von Kanzler Scholz beim G7- und NATO-Gipfel sowie zur zukünftigen Rolle Deutschlands in der Außen- und Sicherheitspolitik. Klaus Müller, Netzagenturchef Der Präsident der Bundesnetzagentur äußert sich zur Gasversorgung in Deutschland und erläutert, nach welchen Kriterien der Energieträger im Falle einer Unterversorgung verteilt werden würde. Gregor Peter Schmitz, Journalist Der neue „Stern“-Chefredakteur analysiert die Regierungsarbeit der SPD und die außenpolitische Anspruchshaltung, Deutschlands politisches Gewicht international zu steigern. Liana Fix, Politologin Sie informiert über die aktuelle Entwicklung des Ukraine-Krieges und meint: „Nach militärischen Gewinnen sind Verhandlungen möglich. Dabei muss Deutschland die Ukraine unterstützen.“ (Text:ZDF)"
maybrit-illner_774-familienbande-kriminelle-clans-ausser-kontrolle-1260823,2019-01-24,Maybrit Illner,"Gäste: Herbert Reul (CDU, Innenminister Nordrhein-Westfalen), Sebastian Fiedler (Vorsitzender Bund Deutscher Kriminalbeamter (BDK)), Ralph Ghadban (Migrationsforscher, Publizist u.a. „Arabische Clans – Die unterschätzte Gefahr“), Laura Garavini (deutsch-italienische Politikerin, Antimafia-Kämpferin (mafianeindanke e.V.)), László Anisic (Strafverteidiger, zu seinen Mandanten gehören auch arabische Clan-Mitglieder (u.a. KaDeWe-Einbruch 2009)) Prominente Rapper, Schießereien auf offener Straße und Riesen-Razzien bringen ihnen derzeit zweifelhafte Bekanntheit ein: den Clans mit türkisch-arabischen Wurzeln. Zum Geschäft gehören Drogenhandel, Schutzgelderpressung, Prostitution und Raub. In seinem „Bundeslagebild 2017“ weist das BKA ausdrücklich auf die wachsende Gefahr durch die Clans hin, die „eine eigene, streng hierarchische, delinquente Subkultur“ bildeten. Wie groß ist das Netz der Clans? Und mit welchen Mitteln bekämpft man diese Subkultur am wirksamsten? Ist das allein eine Aufgabe von Polizei und Staatsanwaltschaften? (Text:ZDF)"
markus-lanz_1350-folge-1350-1350997,2020-02-06,Markus Lanz,"Eva Szepesi, Holocaustüberlebende Vor 75 Jahren wurde das KZ Auschwitz befreit. Die in Ungarn geborene Jüdin erzählt, wie sie als Zwölfjährige dorthin deportiert wurde, überlebte und bis heute unter dem Erlebten leidet. Anita Schwarz, Kürschnerin Die Tochter Eva Szepesis schildert, warum sie mit ihrer Mutter bis 1995 nicht über den Holocaust gesprochen hat und wie wichtig es war, dieses Schweigen überwunden zu haben. Atze Schröder, Komiker „Echte Gefühle“ heißt sein neues Programm. Er blickt zurück auf seine 25-jährige Laufbahn und gewährt einen sehr persönlichen Einblick in die schicksalhafte Geschichte seiner Familie. Dr. Jonas Schmidt-Chanasit, Virologe Das Coronavirus greift weiter um sich. Der Professor vom Hamburger Bernhard-Nocht-Institut für Tropenmedizin erklärt alles zu Symptomen, Krankheitsverlauf und Schutz. (Text:ZDF)"
hart-aber-fair_642-hier-bonpflicht-da-kroetenschutz-alles-geregelt-aber-nichts-geht-mehr-1350289,2020-02-03,hart aber fair,"Die Gäste: Edmund Stoiber (CSU, Ehrenvorsitzender; ehem. Bayerischer Ministerpräsident und ehem. EU-Beauftragter für Entbürokratisierung) Frank Thelen (Unternehmer und Start-Up-Investor) Alicia Anker (Journalistin, Redakteurin des NDR-Magazins „extra3“) Stephan Grünewald (Psychologe; Gründer des rheingold-Institutes) Werner Jann (Seniorprofessor em. für Politikwissenschaft, Verwaltung und Organisation Universität Potsdam) Im Einzelgespräch: Richard Raskin (Biologe, Umweltberater, begleitet Unternehmen bei Genehmigungsprozessen) Ob Großprojekt oder kleiner Anbau: Hierzulande scheitern Vorhaben oft an Bedenken oder im Paragraphen-Dschungel. Gibt es zu viele Vorschriften und deshalb zu wenig Fortschritt? Oder ist es gut, wenn zum Schutz der Schwachen auch große Projekte gestoppt werden? (Text:ARD)"
hart-aber-fair_787-die-verrohte-republik-wie-gefaehrdet-ist-die-demokratie-1716708,2024-05-13,hart aber fair,"Direkt nach der Doku: Brutale Angriffe auf Politikerinnen und Politiker, eine Verrohung der Debatten, insgesamt eine vergiftete gesellschaftliche Atmosphäre – was ist los in Deutschland? Ist unsere Demokratie in Gefahr? Welche Rolle spielt die AfD? Braucht es schärfere Gesetze? Die Gäste: Katrin Göring-Eckardt (Bündnis 90/​Die Grünen, Bundestagsvizepräsidentin) Dorothee Bär (CSU, stellvertretende Parteivorsitzende) Sebastian Fiedler (SPD, Kriminalbeamter und Bundestagsabgeordneter) Beatrix von Storch (AfD, stellvertretende Fraktionsvorsitzende im Bundestag) Ulf Buermeyer (Jurist und Podcaster „Lage der Nation“) Im Interview: Matthias Ecke (SPD, Europaabgeordneter, wurde in Dresden angegriffen und schwer verletzt) (Text:ARD)"
